Id,Price
725,160509.16160641582
13931,210518.07248602182
16330,227003.53170391277
9066,436847.71332532255
3326,314544.24000584555
1556,273090.84850083804
6579,102464.22482294489
13877,139098.6407051126
9857,334067.6106332613
7302,235560.36728612054
5684,183685.17285534326
6513,218750.7737665006
11342,115466.4205216383
16561,234145.35163663808
6885,173630.5542164526
9308,184016.1740817828
2559,161020.4114675004
6648,190348.12746369373
15260,163214.46026212125
5113,186545.37839018452
16492,202795.50617430342
12034,285957.21572572365
7248,189100.91642040023
2171,210324.0894811603
10594,154250.00385811468
13241,199012.4492083561
7032,145012.97323097728
4884,147531.03705175995
903,245495.59607445847
162,154944.32569737022
6566,226114.48368169722
8249,115461.67174833361
13106,198054.28020439614
256,120181.70614131514
7976,162326.09463847528
8575,174677.69209404118
7591,302213.8647791958
3204,252982.254331107
15804,190145.42341664154
1525,289202.5022230296
9038,202903.08672079965
13628,194003.2203135557
10016,203960.79442885518
10208,240345.48468448193
2008,192983.39697514093
13029,193544.81767783928
5099,127370.90027310826
9923,273635.7369248474
9461,143260.68877298236
11086,163608.81506249306
15057,215044.20848902597
10689,175304.64539875093
2053,255938.60639055556
16630,166217.6423646307
4985,165664.86208010686
13881,225729.2184514039
13225,198812.33921318475
5779,66586.53844485257
10262,187166.19985702165
10762,226051.23016540462
9513,191475.83398374272
11128,148719.21571047336
2074,311600.1167546811
933,199869.35614034018
2780,195874.61476732127
6594,117100.87186312396
15394,355895.3149921547
14863,147785.25645894787
6698,220438.13813440577
1611,292859.3604730714
174,191659.3314065726
5160,208277.42597844108
3295,316858.39801077725
4559,356668.1700732492
8254,176300.417823163
10228,101657.1512997479
13924,137796.11470032865
15341,249685.11267023522
4353,196149.93902837893
4334,67577.53894191932
1872,159012.484720439
7823,181755.56402672778
310,148035.20781543187
3704,246770.53561315115
11615,219962.7009332775
6605,213982.18667769304
3381,194697.37439029303
2143,143309.68288147633
3191,246700.98368496663
13980,181920.4300683161
15613,169322.28718325778
10943,254919.80678817432
9654,148467.49146862165
16053,374600.24759090523
14931,217553.3541070852
8299,212143.60691909175
2147,171853.05737090428
11567,422701.06486645364
5905,135442.2720285128
11160,113156.51963865776
8275,150969.24537947372
16398,285510.477913389
11229,191442.75885613743
10309,168596.53333004343
7340,274254.8616857052
7653,167879.065880907
272,173945.40136276602
9831,232700.32301605755
5016,142321.80488334483
5968,72878.19716092735
796,244562.4605018612
12123,130538.45668412567
16629,187438.83465263623
2637,172882.78851318377
6194,216530.13683023752
6216,430751.0625742435
14346,156659.61949926603
6428,132095.6423476942
2891,219533.62563187315
84,181370.43749144097
9260,183590.57196408388
15250,129668.76945440263
2348,211760.88692045107
10427,271828.88383075653
13230,257965.2670866568
1691,175270.1702980293
8803,129585.5247804502
5464,215055.95684003574
10559,116427.78728058803
16787,297088.6863399466
4278,163985.72580040668
6183,172266.66793084328
12775,170079.70381188623
10104,167568.33628125765
13663,193610.9928441453
9404,240334.25934301995
14724,214911.67609920015
10040,173371.0775703228
4646,194557.7543702148
4754,151793.54884951608
3310,220343.24679106424
2003,186490.3221297018
7312,267436.2737868406
10921,235976.44640823902
13419,282433.3961578164
10105,157210.8449496486
2196,364357.24903210544
12659,222289.62047844287
4380,226016.02920950938
10847,149607.52057438745
10805,286948.90715948417
8709,99457.36187271443
8319,175065.44670388012
2215,186393.19710776984
7000,202694.35986964894
7701,112033.01123593148
9678,187046.92587961646
14026,212239.32666267626
7971,171759.60374617882
13734,142538.9852858413
16483,197921.9434906274
6150,219435.26099573297
2931,257982.76867320266
5418,189032.15693474744
1662,559664.0821969473
2441,212909.0774572029
669,140111.50345019344
7734,179359.05299065923
6010,243850.71041842244
266,140597.64273621122
632,144876.6467881989
16221,102427.99058127258
11832,179383.3171684319
5035,106782.94432389243
37,105777.15237465336
6168,188924.50818692704
11757,165691.59022756398
8086,119216.76046099556
6529,224524.0634688997
15121,187988.4028823616
13904,147158.0824841369
3711,173175.11527602244
16563,113989.95019574284
14494,171132.0499642902
3006,223781.50079362452
15299,137711.78265768362
92,289488.8337380214
8066,189603.75967539073
16071,210203.0769494039
10662,138293.4281730233
3883,245112.53012603166
5511,118859.96131729068
2821,250477.00608905606
9570,187074.79136761493
4326,241910.01759365428
9251,238846.9880299253
9031,207270.44622164514
12689,155942.4887708347
16380,262880.2204228604
1053,229277.29264484902
4568,190735.61820511147
16140,115663.55114187907
14356,381904.707768768
8466,178971.93847905178
15652,138759.6287103183
3285,119429.25937246523
3198,164769.73650813577
14088,459984.3483214061
2268,126259.34292409671
15472,186507.20625274285
1203,217594.18504966618
7157,339432.8010421484
6886,178370.73513107785
5083,245467.25557173154
7467,110946.67343877307
14068,209340.2063501236
2080,173581.35193008027
10865,156348.52428266208
13516,183442.344007592
14150,210327.8125064998
7609,99588.40401691111
2144,276383.22828755016
10357,197385.47492166373
2396,238583.50732983294
1526,360325.8262272605
10890,232821.40595268243
8638,391519.0670391763
6050,259931.0173555445
7639,104392.62753959936
10544,186450.34743525274
9577,257841.3806283325
13195,209779.11990182
3484,216789.17873267748
16668,398411.6588938374
7171,178086.70739848132
8547,224259.7183018403
12735,208664.42265793067
9093,191407.2692835348
15323,304421.6383583936
14897,139906.73275839462
5135,136377.45012997487
5327,200859.62471083834
13133,253804.6077490079
1676,302100.77146402583
16296,283324.1317321071
1095,143794.7735710286
12528,157949.96989741514
7348,282308.34572284715
11663,165211.83861403968
1803,216426.16325722143
1510,227698.8137299711
16045,210267.41348889764
2900,144496.45869023545
3236,177139.93539254263
1318,251207.91735578756
14948,222205.45169781666
7840,277389.7160410736
15325,185259.4795508074
8700,136024.81706573765
15706,191217.6091486232
14449,155375.8857114793
16117,173226.14776314198
4529,186519.41862428465
11199,197115.08841091293
4052,378128.06721597776
821,209987.26228910443
68,275690.39017320215
554,109520.94734017785
452,200175.7182248142
11394,320421.1172588996
11393,183224.72260779032
9535,178430.0212194117
4024,187261.0689157711
10069,206485.95531040066
12007,153325.82797513995
12368,357350.15220934787
1259,345148.7956371784
1124,330279.6557035896
3707,187669.5469461045
8767,160027.98756562977
1919,166104.37554055144
16741,152862.9211232626
6664,293963.8856963384
5688,374404.8037007148
7799,146318.14188755723
14843,373016.0303251236
7532,156797.16952507605
8133,167781.57177403566
6264,318432.11159509537
4125,161887.4604852534
2410,166418.4412936751
13607,203639.65869049533
1716,279265.0252165696
1370,132545.26466657993
2273,391814.62182218884
15298,323775.5107126677
4284,268733.08225203643
12303,143690.09177616664
7808,138135.2263532171
2203,151844.45496249228
7237,124476.14347094149
15864,151632.376321095
2844,145999.5847661953
5729,168327.0612071505
11812,329132.9720791269
1779,140680.91405580807
6442,137317.19616214544
6160,203752.06781026933
8266,196141.77102422458
9903,159147.0159407962
2867,138230.49962607186
6998,177461.85879549597
13932,176449.92211872444
12587,170914.57691930994
3611,258190.52925708008
2646,271380.93711525673
1890,160633.65156745343
860,241462.79472878407
14187,210532.77584489013
12569,257345.56303846373
1276,88385.84671187254
12025,224668.67884933206
4890,289617.9031308883
14410,267927.3511145758
10352,246760.25833188157
11407,223937.17840346982
10384,171868.4886713589
7622,240672.6633384217
12578,161944.56216585738
15820,184939.0908902269
563,190878.19232031918
15226,174248.1726125346
6396,211810.99265571174
6247,144316.7194784836
3339,148061.46783001232
10975,260636.50708169624
7475,100278.56615501105
11129,219190.81123847395
3051,268407.15022043674
10232,248956.67860970832
14106,178504.78973232926
5502,231794.7461237342
4558,72721.38549176925
4181,146606.43948350768
8426,128779.24663447643
6611,154997.96201545504
14641,138435.20894815604
15539,277770.3768517349
13119,147876.2039547601
11716,175359.9627244942
7316,247205.41842356187
7791,108553.82448629076
13034,288090.1087011868
1068,305005.02180759364
4060,164384.46602855844
10172,205315.52464348037
2591,195770.88680537566
12494,331160.2717542567
7828,255888.98516626327
15284,173272.3801205599
7947,169113.5237587899
16335,222169.01112441218
10234,325529.41846306395
2797,258835.60020169217
5341,243470.50583759847
3059,248564.0205470804
1559,67577.53894191932
15320,269458.95981629303
10284,364743.7135019153
4134,223561.26069535167
4481,232444.5678400131
7222,184001.38832995706
4062,215760.72402492273
2192,192790.1424178663
9637,182379.57982438718
16236,171626.5984722868
4272,163204.88769208503
9406,284371.2301926453
14309,220564.67447535205
1946,285529.5012414876
16235,234869.49073560833
7146,172374.13091635727
16784,224275.78652817413
349,317030.31744717923
6251,168484.81328462958
5128,399437.14600168436
11718,188190.24817860336
16721,89721.86816570643
12517,172665.94604888489
15961,183039.59496746527
9428,155408.69776030636
14541,145715.8918035656
10168,109171.34278486641
11270,157211.86626341994
13210,196076.72891140872
11518,165077.90458025754
12612,183540.8813749817
16352,112390.58679262962
9935,155022.50619712303
15521,370453.5585339804
11482,199101.61497468143
11443,157473.65038858456
9459,251919.235651581
9218,173347.94052367524
854,137599.2147338949
5619,122888.28062526767
9208,191724.52229335555
4391,148673.08253326057
15207,140592.1160582882
7183,187175.6206045352
16442,221378.4237890712
7936,91997.15441612621
10606,301024.49857609766
4979,153785.63441290005
4854,262647.9006990901
16476,124179.34114642788
10516,172515.94312658548
16261,302815.8501874156
90,274534.65273244923
5433,184567.39416777412
14338,142708.35042373388
13487,214004.32376233357
8211,496793.1471819244
170,148837.0236480661
14051,95076.90205787355
10686,195751.9860826729
7595,314761.48193561676
6777,349612.53161723877
14661,177141.27310540146
13991,316096.0638594874
16795,175630.77163162097
2740,135397.5144849479
7368,322723.6291692518
2413,230783.58250479764
1852,496158.95905135514
15200,382519.75037954905
8467,339265.0135103974
16379,282731.19503821747
3375,179940.94651460537
5945,459764.12404349365
2641,178655.3748990472
2837,276216.6846855618
3498,211924.61182458993
10876,160430.27783558643
1285,223548.28996512038
9285,241162.86843571626
4015,316213.16045600566
2526,187752.99881445718
7814,205406.1794410055
7117,291661.49671623786
12359,118739.88601593951
3303,292170.31019009254
13874,171901.54779017554
5484,200178.06541907645
15067,153364.93393842585
12639,231675.60585753623
3388,203254.81151706894
4256,205626.28855369968
15738,197406.0560775721
14049,164948.61810713858
15780,190783.93330386587
9564,179675.22308457873
11910,219900.53279650077
11315,207453.83047315336
1733,156041.45187629733
3910,330709.89070289757
7552,556870.3564792708
254,194092.76920928695
5222,233677.71716544035
8314,230617.0840910262
16743,218218.1690173825
10335,99798.35811469103
8226,256729.9888030641
12254,232302.45682404513
13152,199405.7477453567
15020,204550.8243785652
16349,224945.9341002732
11924,166176.1148601186
12543,192460.38411486652
14114,224755.88830229215
12318,252163.32965244606
15383,181342.51291061676
6679,200978.03327205963
635,187992.72599017434
15993,295640.043705917
11375,170480.0365793027
11216,180477.97698243932
15401,212816.6676681487
11301,160746.43138101287
13804,284112.6342797376
10839,205099.96477385898
1588,337922.6547343128
3596,200684.94006480704
5816,175780.24932083316
8099,148184.24180441684
6551,198501.06345038963
14075,383784.91112805845
13431,216722.99612031947
9481,326591.2864022695
5295,149404.43215582334
15859,350773.9459654284
10634,323713.4927833171
444,219189.38445555628
11686,276023.8892300172
1213,213924.8637464418
13970,136165.41349449716
6849,386064.51625142613
9911,239137.50103361535
5649,170417.1251006244
7184,141300.69835104744
5877,243532.1928602694
1655,396706.83795177477
15301,200810.80402588594
12389,229118.0260214891
5241,268285.6360584853
7048,165261.3505861117
10574,132806.87640554673
8593,156140.6245506749
4752,181826.01587475635
14663,170405.7310781254
10994,198505.8252964661
87,83072.81992288477
5132,121422.56036837731
6372,344936.6365038963
7411,320718.03771112446
3319,254518.998624987
9355,126118.33392376371
5139,270277.723666905
56,313739.35218182654
3249,194541.3671546355
5047,80790.58926475595
13238,351798.2687688994
2190,313522.2369973932
15599,170234.423408573
6542,170985.6548938024
1968,176507.35976509706
5630,174864.91439885244
9157,236168.70342593052
789,154469.87095602645
1413,260301.49065266838
12514,242593.7728257203
13459,146571.81946043987
1345,242577.64792394624
4034,213473.0248514694
15169,152161.66736720572
6770,251224.35021064169
3334,177839.53025987468
12998,181114.7289362203
15870,238202.37555093667
1871,177990.01888385668
5770,175098.28473266392
13196,104335.3021019412
7633,199626.34208649147
10699,220105.89165010772
15470,196419.0485989384
1903,535227.9125949659
13860,237564.45273222332
7649,159106.60127531254
11043,166903.22747106015
2922,218329.7105706043
7538,267366.0148735242
9477,113554.50051499018
117,395667.36949481425
1457,234547.46055293153
7082,170506.70157870412
3053,271301.34669126244
12522,110644.0643232812
5744,333311.7292766769
13566,427529.73565160425
1464,142160.71186490613
3852,117310.53441583298
9557,217453.74835494722
14719,395033.306876997
13978,123155.05344480011
3286,151078.77077377957
13019,315653.4516158833
1421,127903.36789052916
13502,181023.22589322086
14811,132738.88562710857
9297,259571.8766520651
7749,386334.60786139185
16555,136413.9585427038
14576,180050.29421432392
12766,168565.1146027119
4679,154417.7580634496
10033,185686.86273547795
11231,263368.5450172985
15112,147770.57433896128
10617,198115.02903356354
2175,171142.56729716767
16502,421736.555204943
10106,187958.8889444412
12561,151637.72400905486
15907,319134.8874232275
8069,122255.11382596247
8316,136041.2696422511
12343,257447.8478752409
12092,134954.08138380668
1527,180446.62481937048
10010,219361.9672873387
655,114456.65616738293
10549,154649.75045335584
3248,114020.08899614535
13499,319043.20519400446
14959,210059.64645762413
6070,168747.32988057457
11360,254613.50692286488
12102,201709.4378537344
11870,311780.923203373
3713,131602.15363312297
3230,151232.03402417817
7742,232566.04770321902
15092,339933.2767177145
8728,298774.2202926496
3386,141771.23438062923
9409,145150.84340820828
16545,249441.36277258905
3127,163032.88268862534
11344,152708.59601582418
2112,220479.16328457047
7310,206174.53897547626
6313,229357.3765615704
3681,428937.16458877793
5114,276427.9494308431
270,149784.45718433766
14350,190051.8466288831
12223,352524.74362966255
1066,181375.75080105846
16116,415347.3023462294
11410,560160.0789564861
4088,152391.7428695668
5956,194879.37606734637
14669,142320.67539719085
13871,141365.97265912167
4126,251615.71677934553
12114,198552.18685017191
16607,163262.48844095372
4266,215452.3844586294
13518,181665.56891315
11856,250809.31615605525
3885,246562.64633903478
8891,176145.86018830977
4964,172732.0643482936
7696,151014.6948000541
6894,122022.02178770403
9766,201132.82163565274
4800,157121.08304540568
2840,176615.5567101341
4743,182043.28919726695
13562,499364.2502541311
8301,193589.57484844394
5405,182367.26246754522
1535,164802.46001252462
9073,128845.17351642187
1698,333290.9640328932
12262,230586.32458088518
6794,184147.77010412642
12701,190258.57249430584
8432,177834.3328992202
13540,135989.4120889001
8629,145338.49403544693
1440,178798.72808065132
8596,210357.4950477018
9575,276609.7888952396
14976,98545.27823251951
3149,222168.20620054015
5157,151259.76225085
10748,179410.42560143047
9719,337331.285748719
6376,189440.24443189922
9733,167406.56481749276
4749,200741.18817693784
4994,431073.0127583841
538,194681.3732065622
5512,131987.46959966794
9778,138718.81354945988
9761,150542.55298024006
3174,376489.9801533049
13429,189045.96279746285
10467,72473.78646839605
14129,172526.30300412182
13608,199045.22713915113
11106,137536.890544739
12048,167524.3143551834
1054,359724.45092436275
3582,94362.74205272224
1566,152278.8723884049
11529,141526.73449384578
11859,143440.80083964329
10582,154018.30779958345
14907,334965.4223778068
14039,151055.42101837564
10489,175569.07016771077
3331,323836.775580545
10153,244658.28529815577
5271,162957.17632632575
11871,367040.6919736423
776,127175.61618111834
3994,124744.16028905036
9433,67780.49985484192
14275,141498.72096319826
8030,225197.2347026626
8169,253494.05942532208
8053,194522.8803319644
4822,225971.27385461357
13197,193715.41628649982
13634,257894.71247172426
8951,182458.59768440734
12176,238816.74084844123
15471,137216.95851703768
14962,163452.3328302173
12512,130234.70248141284
8697,496770.19433573855
7095,221807.24650926873
13639,190442.5205708142
16660,193078.9300660492
5848,148118.55914006376
5386,161992.42356677982
10880,276611.4409676259
3954,182471.3115370858
13426,262052.66947536747
5966,217970.4020021946
16315,251650.1117652507
7455,202947.29628553384
11071,233812.3619553452
14740,219900.57237641522
16087,239897.514780594
8931,247630.09294689418
15289,178468.25034936
16089,284962.081290531
12128,182792.42657371322
4724,208553.8230424457
8585,205272.64622746897
7188,236682.96964747316
5423,151199.0654565457
10488,185792.84290352624
5980,218487.64107907537
8376,239623.62722096007
12397,140305.1202739957
16496,210806.9526038064
4891,255515.36079409256
9710,134722.71406035795
6339,172693.3923052677
244,212330.6308505262
5002,240371.8375966332
5358,166664.5119802228
7636,150863.65089356477
9361,320992.00040195667
3601,96513.95494818717
15755,148006.74102904313
172,186365.51746466808
3037,346762.16230549815
577,218732.61149814868
3607,200252.6563295122
2515,107661.77976294635
10413,144994.3851998621
10511,216599.95438844286
4637,380821.35868076165
12736,293449.42015040846
9534,240852.57099758313
11641,153221.37430458658
10419,254025.81167120152
15313,102494.87303599455
14915,201081.73600105892
12409,327964.76179398666
9405,131190.7104428685
14066,197602.0125417792
14108,195048.7105542066
11931,231750.63310927103
11464,309216.0559985579
926,145872.9898796208
11190,221540.76193996554
10260,179126.86392285928
12712,193175.1506396775
1234,213778.27432109296
11608,97342.26721229323
3776,260334.82739828658
4881,198526.15518117993
10266,210694.3196216461
3262,239405.46114564358
3576,359848.4973051311
16604,491322.53337910457
8041,109178.56781203585
10691,247315.35670946375
8357,186738.4880956578
11661,150142.26184117456
4453,224602.93017472018
15936,216998.61344142674
8463,248607.65121841
15770,231937.9316982666
466,163577.70116734
14965,90879.78679207667
11227,166876.01110497123
9894,256449.16290006344
11746,201886.6298983971
4118,152400.50549346837
756,337978.20891184366
15589,189265.20556994542
109,340262.05038598605
5778,227475.52747452297
1731,86589.70338534618
3450,139911.6683551901
2961,186381.62497911454
222,177765.9809011922
11454,314117.97464524896
7339,188238.26858185473
12096,100562.06249424262
14074,188674.54844650312
4058,226345.54452556395
6603,251386.77486157074
3289,118860.30976757026
16681,277670.80735469656
8200,341755.5390849832
3343,300369.8472478713
7802,174955.55655411002
2082,384168.0419285936
217,250758.06491372624
1720,182151.87702717716
7224,241072.90431936455
6176,152720.8789847947
12571,256129.8894569596
16666,321023.53208135226
8908,202984.93550385212
6914,162082.28869058372
5428,207206.3885606285
381,182352.66551822773
3991,191184.36888613872
16365,209823.16867992113
1046,207261.47273423857
391,148319.33248822807
9212,339573.19843897945
3022,163348.22646822035
9961,108545.77494666993
6764,238803.9151282103
7720,176818.13166699716
4809,224374.3590417982
8877,308493.3516713906
7817,202046.84285885017
10614,112806.83698710811
5553,241932.4595266764
16488,134099.54756950118
11002,166924.68120713034
13592,266369.47555737896
15050,228986.69572405823
13553,277818.2395845836
9041,199935.17836268948
5461,394396.7795817783
16274,338637.6582804094
2138,115550.71502286069
6245,164409.78031789287
8245,156086.82593897445
6491,213557.7252361778
13218,200883.93663182677
13101,101133.32487172089
10462,145894.99927886727
4079,178363.79795361898
1506,542154.1326032095
14107,130796.04861557856
12215,262645.2807041464
11576,318147.9116541455
10567,227058.60917527654
12713,209207.74899986436
1468,489796.10373257106
2549,237437.85808360577
4172,224392.00370180665
12380,250482.0082218458
3513,109790.60299023267
8165,288389.42642459983
1127,225350.62066162692
14601,387223.12806832016
15526,320442.07228940405
986,333769.23441150796
14968,202440.37710184488
9348,204756.3277071752
6317,264838.75568035373
7497,94251.17134732299
5079,322450.5561366652
528,171780.65606170945
10964,145341.1821088418
5812,309988.6592166998
11022,219483.96620349426
16251,132569.75224170688
5863,112068.71325603852
8664,217316.676349455
5396,153842.79971224745
6917,248749.3047338352
12776,125004.56099182267
473,256879.47437372885
13333,187929.0559567945
13023,196675.25165976476
7357,213487.45465780245
10955,497267.4739131073
11914,316788.3809012481
12535,154985.47316826205
11205,137226.70988375164
13209,185108.15153828304
16119,338358.37420688284
2174,232944.50744633254
4834,208864.8631358417
10151,186816.28359719328
5584,189939.0921107676
6672,217764.96442548456
12858,292309.2033975129
5106,184433.39597357146
8884,190636.34107809298
13766,174817.66779870156
12556,130558.89712933238
12910,216448.3967273319
6258,126681.71781255105
7100,241217.3415886149
1793,167172.43494432667
3335,189430.29004436065
12835,186745.67132033073
10591,157618.04756431736
15707,251411.42856667083
16389,162055.92209877304
7440,342937.48254754493
6293,178056.99787402886
3937,197954.7207236742
16527,200939.02217023802
5102,234146.58984481439
10734,281328.8648805763
7986,155866.58909435963
6495,123288.9743559248
9571,221307.06647027188
5131,203588.78417952414
10761,216867.52198382482
143,443869.3218989522
13829,166062.5332355705
13662,246536.9673017313
1771,153926.08748984482
5448,204158.61847039338
8594,159854.35487604386
12038,123373.50052290969
16471,156024.36014394485
16764,147765.93679823822
1282,161403.09030454213
15101,265736.3865327305
9473,139163.60429788838
2324,459626.5746621683
14448,240052.6237698803
6000,69693.45752458915
2077,135980.1357713673
12960,233969.73351748113
15837,214284.94077663647
8805,241081.71884492994
9987,233983.71811362315
1580,313223.7355090407
11089,125962.9081506666
10926,224704.99879842345
12773,407237.2884040491
6490,283179.7812785674
10858,126525.16533761259
2831,116361.58472411161
16326,147837.43042492837
371,200091.7802445383
8852,187436.52545411728
6713,324768.67442176794
4230,216760.2925253125
3639,221016.9002414988
3642,198725.0541527686
5149,209433.2427341732
2861,201566.2946154266
13300,82436.84981312811
2807,339726.3075404465
5919,97514.73100188769
12716,487712.2976596069
4271,253191.9093916823
16055,267947.17677991407
3747,290515.49634857225
5857,204782.0100773697
6884,326282.7319080093
16027,273816.06010743405
3512,262239.1504783763
5181,184314.49710233216
16732,259736.83913770833
1908,179571.81355594945
12082,167856.97025455636
7286,132948.06000123709
8216,137910.23899012635
6929,315909.848859751
3950,316223.0708186712
12479,183609.17493848118
877,133677.67521013468
1366,196487.25328998183
384,136262.43217122238
5767,195808.57949680818
6910,144529.23654232777
187,199633.35441506037
10164,258184.93230015907
8603,226232.1641302214
15834,210985.68038970936
3078,131945.35219697803
3479,244761.90468234778
6671,225918.90362200208
6078,166732.08324868965
16271,166945.4260535086
16191,168236.7821288332
11544,201889.95961534456
7781,182730.70859251905
14918,244538.0378248888
6238,168325.65522386204
12989,210190.3494842872
11907,196599.93572873465
9696,157355.6765650831
14084,261031.19859871682
3895,152033.0012072275
4367,193415.20501283422
8453,66530.87815494434
7638,337023.2602849605
8373,237372.50979659345
4674,188676.34638539742
15787,142035.8369979981
5903,257757.91690260256
13679,207503.2126527144
9018,270274.3897701397
15823,249773.3923687489
13289,154525.4647905018
9896,217586.83571200655
14436,184163.29291987288
5547,244643.22456724374
4048,249325.16890542
16579,210970.56585241627
8550,188153.48109752755
9385,265340.81098193116
5242,153325.44538961002
31,193891.42386664194
6144,236836.2458737082
3990,181601.48976634617
2523,87037.37830798376
12608,261255.93012592747
7234,164899.13693173663
15264,211679.23543438467
9623,177464.22213519196
3161,335443.9594677978
7425,102294.81043503845
13021,281771.7579060976
4044,151552.21325027882
15411,238211.76131830548
979,305221.99007520435
5514,237889.4667594543
4817,165791.88654847248
2115,178797.76702825123
10571,257875.91484252634
8992,227197.69913821752
15546,181434.63097498886
11359,134004.00636366298
11972,183791.82543845405
12838,158642.0574336448
5948,129097.76680229942
422,307893.4076576122
4855,142102.9303818972
16197,112813.47784520654
8926,431552.20727872103
5703,189716.38966852197
8848,196276.54438066558
7039,307237.8709149379
3806,165499.75778970632
15154,232340.9382240977
13132,174092.6088808587
7438,207447.88715613465
4398,241410.83850978498
2440,196804.4357725898
3751,162156.44224806433
1476,188524.35435963643
2264,256377.6546414569
16444,155282.66790890179
10704,158843.28887536528
4033,152098.67562625342
4508,118877.38240495417
16290,244607.73240525703
10387,215956.44839498724
5457,152271.2745443672
4910,277923.30564459896
7451,219129.17887551768
10732,169822.82022334752
8015,157309.73943942212
6148,185670.86208088792
5892,237273.56905955527
7825,236160.52364602408
6851,270232.65346930595
6633,223205.62123742164
2139,271554.1940354181
10213,265641.877278285
2830,214596.20872400983
13907,142799.0479842906
15897,341691.54864100844
8311,176720.5657787037
14230,199511.51432020852
3878,202455.00156064687
13732,180634.9663473763
12110,179016.6550100165
10675,309835.0080819177
12946,131196.09712612088
16754,205774.18992505237
4394,268394.2561632054
16728,170555.62751892876
14378,320202.5836685149
9949,167187.5521370304
994,195762.36366137612
13258,143413.4619281216
5883,320879.17908249743
6933,331304.28759353975
13193,219178.5600552117
13286,163737.2455601799
13407,352839.21209731133
7512,119645.50649053116
7221,188331.93451557105
14428,148987.02026515792
1740,197582.77159832668
3,129565.97982482238
12952,183743.63983680613
11537,144458.90287418218
2558,128204.95433567592
14081,258893.03692382324
3517,218442.9167807746
7149,225981.9336978405
15777,118640.54284792546
8995,242724.99262039433
826,292721.4710396344
509,250568.740179235
14875,293789.3201907331
6591,169626.53918255476
11283,109884.13192578543
9897,251720.1722565611
14902,189390.3192491317
14291,217021.4754284
3162,214200.79637965848
4206,188107.56670104188
11580,200272.03015688687
2007,204977.2926666739
14939,261344.92432113737
13572,189355.24237723555
